"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"1:58:32.8864411 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\EMPTY","NAME NOT FOUND","Length: 120"
"1:58:32.8864516 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\EMPTY","NAME NOT FOUND","Length: 120"
"1:58:32.8864863 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\NLS\Language","REPARSE","Desired Access: Read"
"1:58:32.8864934 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\NLS\Language","SUCCESS","Desired Access: Read"
"1:58:32.8865052 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Nls\Language","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8865114 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Language\InstallLanguageFallback","NAME NOT FOUND","Length: 16"
"1:58:32.8865183 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Language","SUCCESS",""
"1:58:32.8865439 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\OSDATA\System\CurrentControlSet\Control\MUI\UILanguages","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8865536 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","REPARSE","Desired Access: Read"
"1:58:32.8865609 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","Desired Access: Read"
"1:58:32.8865709 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8865768 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegEnumKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","Index: 0, Name: en-US"
"1:58:32.8865872 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"1:58:32.8865937 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US","SUCCESS","Desired Access: Read"
"1:58:32.8866034 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 273"
"1:58:32.8866126 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US\AlternateCodePage","NAME NOT FOUND","Length: 12"
"1:58:32.8866193 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US","SUCCESS",""
"1:58:32.8866248 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegEnumKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","NO MORE ENTRIES","Index: 1, Length: 512"
"1:58:32.8866463 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS",""
"1:58:32.8866659 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\PendingDelete","REPARSE","Desired Access: Read"
"1:58:32.8866752 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\PendingDelete","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8866886 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read"
"1:58:32.8867067 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8867249 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"1:58:32.8867386 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8867443 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: Name"
"1:58:32.8867541 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8867683 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration","REPARSE","Desired Access: Read"
"1:58:32.8867763 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration","SUCCESS","Desired Access: Read"
"1:58:32.8867881 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8867944 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegEnumValue","HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration","NO MORE ENTRIES","Index: 0, Length: 512"
"1:58:32.8868031 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration","SUCCESS",""
"1:58:32.8868092 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU","SUCCESS",""
"1:58:32.8868183 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read"
"1:58:32.8868299 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8868443 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"1:58:32.8868544 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8868600 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: Name"
"1:58:32.8868689 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8868810 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8868864 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: Name"
"1:58:32.8868962 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8869043 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU","SUCCESS",""
"1:58:32.8869136 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read"
"1:58:32.8869252 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8869412 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"1:58:32.8869504 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8869557 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: Name"
"1:58:32.8869642 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8869726 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8869778 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: Name"
"1:58:32.8869858 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"1:58:32.8869928 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKCU\Control Panel\Desktop","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8869990 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"1:58:32.8870094 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"1:58:32.8870152 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU","SUCCESS",""
"1:58:32.8870241 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read"
"1:58:32.8870352 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8870492 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"1:58:32.8870587 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8870641 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: Name"
"1:58:32.8870724 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","Desired Access: Read"
"1:58:32.8870802 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8870857 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","BUFFER OVERFLOW","Length: 12"
"1:58:32.8870936 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 12, Data: en-US"
"1:58:32.8871023 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS",""
"1:58:32.8871083 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU","SUCCESS",""
"1:58:32.8873667 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"1:58:32.8873782 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8873851 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 124, Data: C:\Users\4valanch3r\AppData\Local\Microsoft\Windows\INetCache"
"1:58:32.8873957 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"1:58:32.8874086 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QuerySecurityFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"1:58:32.8874586 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8874779 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 11/18/2020 7:48:47 PM, LastAccessTime: 8/22/2022 1:56:59 PM, LastWriteTime: 11/18/2020 7:48:47 PM, ChangeTime: 6/6/2021 12:54:18 AM, FileAttributes: A"
"1:58:32.8874836 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"1:58:32.8875013 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryBasicInformationFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","CreationTime: 8/17/2022 12:58:37 PM, LastAccessTime: 8/22/2022 1:58:32 PM, LastWriteTime: 2/25/2022 2:27:18 PM, ChangeTime: 8/18/2022 2:18:52 PM, FileAttributes: A"
"1:58:32.8875736 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CloseFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS",""
"1:58:32.8878031 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","ReadFile","C:\Windows\System32\wow64.dll","SUCCESS","Offset: 331,776, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"1:58:32.8933326 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","ReadFile","C:\Windows\System32\wow64.dll","SUCCESS","Offset: 279,040, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"1:58:32.8937277 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","ReadFile","C:\Windows\System32\wow64.dll","SUCCESS","Offset: 205,824, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"1:58:32.8939664 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","ReadFile","C:\Windows\System32\wow64.dll","SUCCESS","Offset: 197,632, Length: 28,672, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"1:58:32.8943027 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Image Base: 0x400000, Image Size: 0xc000"
"1:58:32.8943414 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7ff9f54d0000, Image Size: 0x1f6000"
"1:58:32.8943711 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","Image Base: 0x77a90000, Image Size: 0x1a3000"
"1:58:32.8945018 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"1:58:32.8945138 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"1:58:32.8945239 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"1:58:32.8945336 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"1:58:32.8945428 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"1:58:32.8945499 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"1:58:32.8945743 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.8945809 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.8945872 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"1:58:32.8945939 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"1:58:32.8947281 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU\Software\Classes\Local Settings\Software\Microsoft","SUCCESS",""
"1:58:32.8947380 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU\Software\Classes\Local Settings","SUCCESS",""
"1:58:32.8947499 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"1:58:32.8947574 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM","SUCCESS",""
"1:58:32.8948141 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","REPARSE","Desired Access: Read"
"1:58:32.8948211 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CreateFile","C:\Windows","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8948313 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"1:58:32.8948421 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8948563 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20"
"1:58:32.8948647 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"1:58:32.8949188 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\System32\wow64.dll","SUCCESS","Image Base: 0x7ff9f4470000, Image Size: 0x59000"
"1:58:32.8949208 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","Thread Exit","","SUCCESS","Thread ID: 5816, User Time: 0.0312500, Kernel Time: 0.0000000"
"1:58:32.8950269 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\System32\wow64win.dll","SUCCESS","Image Base: 0x7ff9f4030000, Image Size: 0x83000"
"1:58:32.8950706 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","Thread Exit","","SUCCESS","Thread ID: 5412, User Time: 0.0000000, Kernel Time: 0.0000000"
"1:58:32.8953386 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","Thread Exit","","SUCCESS","Thread ID: 4968, User Time: 0.0000000, Kernel Time: 0.0000000"
"1:58:32.8957391 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CreateFile","C:\Windows\System32\wow64log.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"1:58:32.8962673 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8963098 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","QueryNameInformationFile","C:\Windows","SUCCESS","Name: \Windows"
"1:58:32.8963213 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CloseFile","C:\Windows","SUCCESS",""
"1:58:32.8963462 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86","SUCCESS","Desired Access: Read"
"1:58:32.8963721 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wow64\x86\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Length: 520"
"1:58:32.8963788 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wow64\x86\(Default)","SUCCESS","Type: REG_SZ, Length: 26, Data: wow64cpu.dll"
"1:58:32.8963869 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wow64\x86","SUCCESS",""
"1:58:32.8964430 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\System32\wow64cpu.dll","SUCCESS","Image Base: 0x77a80000, Image Size: 0xa000"
"1:58:32.8967843 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"1:58:32.8968074 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"1:58:32.8968192 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8968266 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"1:58:32.8968470 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"1:58:32.8968682 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"1:58:32.8968766 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"1:58:32.8969293 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.8969370 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.8969621 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8969698 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"1:58:32.8969784 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"1:58:32.8977643 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","Process Exit","","SUCCESS","Exit Status: 0, User Time: 0.0312500 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 1,404,928, Peak Private Bytes: 1,449,984, Working Set: 6,516,736, Peak Working Set: 6,549,504"
"1:58:32.8977822 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1961452124-1898181210-4186747527-1001","SUCCESS","Desired Access: All Access"
"1:58:32.8977903 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1961452124-1898181210-4186747527-1001\\Device\HarddiskVolume3\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Length: 40"
"1:58:32.8977996 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1961452124-1898181210-4186747527-1001","SUCCESS",""
"1:58:32.8978864 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CloseFile","C:\Windows","SUCCESS",""
